date,temp_max_c,temp_min_c,temp_mean_c,rainfall_mm,rain_mm,humidity_pct,wind_speed_mps,solar_radiation_mj,et0_mm,rainfall_8day,rainfall_16day,rainfall_30day,temp_8day_mean,temp_30day_mean,temp_8day_max,et0_8day_sum,et0_16day_sum,climatic_water_deficit_8day,aoi_id,latitude,longitude
2024-02-23,31.9,16.0,24.1,0.0,0.0,37,10.3,22.64,5.58,0.0,0.0,0.0,26.08,25.03,34.7,49.28,93.84,49.28,AOI_NLBC_PUNE,18.1132,74.4997
2024-02-24,34.0,17.1,25.2,0.0,0.0,32,17.5,22.48,6.31,0.0,0.0,0.0,25.86,25.2,34.3,49.07,94.99,49.07,AOI_NLBC_PUNE,18.1132,74.4997
2024-02-25,33.4,17.7,25.6,0.0,0.0,22,11.9,22.72,5.67,0.0,0.0,0.0,25.71,25.29,34.3,49.08,94.81,49.08,AOI_NLBC_PUNE,18.1132,74.4997
2024-02-26,35.2,20.0,27.7,0.0,0.0,36,16.4,20.04,6.19,0.0,0.0,0.0,25.88,25.43,35.2,49.88,95.14,49.88,AOI_NLBC_PUNE,18.1132,74.4997
2024-02-27,35.1,21.9,28.9,0.0,0.0,38,15.0,20.85,5.73,0.0,0.0,0.0,26.11,25.6,35.2,49.15,95.03,49.15,AOI_NLBC_PUNE,18.1132,74.4997
2024-02-28,34.7,22.2,28.6,0.0,0.0,38,13.3,21.15,6.08,0.0,0.0,0.0,26.38,25.74,35.2,48.92,95.39,48.92,AOI_NLBC_PUNE,18.1132,74.4997
2024-02-29,35.5,22.4,28.6,0.0,0.0,33,16.7,19.9,6.08,0.0,0.0,0.0,26.71,25.89,35.5,47.97,96.05,47.97,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-01,36.1,21.9,29.1,0.0,0.0,32,16.3,19.86,5.87,0.0,0.0,0.0,27.22,26.07,36.1,47.51,96.57,47.51,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-02,36.2,21.3,28.0,0.0,0.0,44,26.7,20.34,6.73,0.0,0.0,0.0,27.71,26.26,36.2,48.66,97.94,48.66,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-03,35.6,20.0,26.6,0.0,0.0,48,23.7,23.04,7.35,0.0,0.0,0.0,27.89,26.4,36.2,49.7,98.77,49.7,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-04,33.9,17.3,25.6,0.0,0.0,39,19.1,23.41,6.2,0.0,0.0,0.0,27.89,26.45,36.2,50.23,99.31,50.23,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-05,34.1,18.2,26.4,0.0,0.0,25,18.7,23.24,6.37,0.0,0.0,0.0,27.72,26.46,36.2,50.41,100.29,50.41,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-06,36.4,19.3,27.0,0.0,0.0,30,26.6,23.28,7.16,0.0,0.0,0.0,27.49,26.48,36.4,51.84,100.99,51.84,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-07,35.1,16.9,26.7,0.0,0.0,19,20.3,24.11,6.78,0.0,0.0,0.0,27.25,26.48,36.4,52.54,101.46,52.54,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-08,35.9,20.5,27.9,0.0,0.0,24,18.2,23.32,6.64,0.0,0.0,0.0,27.16,26.51,36.4,53.1,101.07,53.1,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-09,35.2,20.1,28.1,0.0,0.0,22,19.7,23.79,7.08,0.0,0.0,0.0,27.04,26.6,36.4,54.31,101.82,54.31,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-10,36.5,21.9,29.1,0.0,0.0,23,23.7,23.63,6.91,0.0,0.0,0.0,27.18,26.72,36.5,54.49,103.15,54.49,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-11,36.9,20.7,29.6,0.0,0.0,21,22.7,23.89,7.49,0.0,0.0,0.0,27.55,26.87,36.9,54.63,104.33,54.63,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-12,37.4,21.8,30.1,0.0,0.0,25,19.3,23.58,7.38,0.0,0.0,0.0,28.11,27.02,37.4,55.81,106.04,55.81,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-13,37.4,22.3,29.4,0.0,0.0,26,20.3,23.9,7.86,0.0,0.0,0.0,28.49,27.14,37.4,57.3,107.71,57.3,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-14,36.3,20.1,28.5,0.0,0.0,25,22.5,24.27,7.16,0.0,0.0,0.0,28.68,27.23,37.4,57.3,109.14,57.3,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-15,35.9,20.0,28.3,0.0,0.0,23,19.4,24.15,7.15,0.0,0.0,0.0,28.88,27.32,37.4,57.67,110.21,57.67,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-16,37.1,20.9,28.8,0.0,0.0,31,25.4,21.57,7.12,0.0,0.0,0.0,28.99,27.41,37.4,58.15,111.25,58.15,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-17,37.7,20.7,29.0,0.0,0.0,29,29.2,23.02,7.53,0.0,0.0,0.0,29.1,27.48,37.7,58.6,112.91,58.6,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-18,35.8,21.3,29.1,0.0,0.0,19,22.8,23.75,7.87,0.0,0.0,0.0,29.1,27.56,37.7,59.56,114.05,59.56,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-19,36.5,22.1,29.2,0.0,0.0,20,20.3,24.49,8.3,0.0,0.0,0.0,29.05,27.65,37.7,60.37,115.0,60.37,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-20,36.3,20.4,28.4,0.0,0.0,18,17.9,24.92,7.64,0.0,0.0,0.0,28.84,27.7,37.7,60.63,116.44,60.63,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-21,36.5,21.0,28.8,0.0,0.0,26,20.6,23.88,7.09,0.0,0.0,0.0,28.76,27.78,37.7,59.86,117.16,59.86,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-22,37.3,21.6,29.6,0.0,0.0,32,17.7,24.6,6.67,0.0,0.0,0.0,28.9,27.9,37.7,59.37,116.67,59.37,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-23,38.2,21.7,30.4,0.0,0.0,31,26.7,24.71,7.43,0.0,0.0,0.0,29.16,28.08,38.2,59.65,117.32,59.65,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-24,38.4,22.3,30.6,0.0,0.0,22,16.7,24.46,7.36,0.0,0.0,0.0,29.39,28.3,38.4,59.89,118.04,59.89,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-25,38.8,25.2,32.0,0.0,0.0,29,19.7,24.4,8.04,0.0,0.0,0.0,29.76,28.52,38.8,60.4,119.0,60.4,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-26,39.2,24.7,32.4,0.0,0.0,29,23.7,24.09,7.55,0.0,0.0,0.0,30.18,28.75,39.2,60.08,119.64,60.08,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-27,40.2,24.7,32.3,0.0,0.0,32,32.0,23.72,7.46,0.0,0.0,0.0,30.56,28.9,40.2,59.24,119.61,59.24,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-28,39.9,24.8,32.6,0.0,0.0,32,29.1,21.75,6.54,0.0,0.0,0.0,31.09,29.03,40.2,58.14,118.77,58.14,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-29,39.0,26.0,32.6,0.0,0.0,35,22.9,20.98,6.82,0.0,0.0,0.0,31.56,29.16,40.2,57.87,117.73,57.87,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-30,40.2,26.8,33.1,0.0,0.0,33,34.4,22.27,7.43,0.0,0.0,0.0,32.0,29.31,40.2,58.63,118.0,58.63,AOI_NLBC_PUNE,18.1132,74.4997
2024-03-31,38.8,27.3,33.2,0.0,0.0,27,27.0,21.94,6.95,0.0,0.0,0.0,32.35,29.45,40.2,58.15,117.8,58.15,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-01,39.9,25.1,32.6,0.0,0.0,21,16.3,24.82,7.3,0.0,0.0,0.0,32.6,29.6,40.2,58.09,117.98,58.09,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-02,40.1,23.4,31.9,0.0,0.0,22,21.6,25.3,7.86,0.0,0.0,0.0,32.59,29.78,40.2,57.91,118.31,57.91,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-03,39.9,24.2,31.6,0.0,0.0,28,30.3,24.64,8.05,0.0,0.0,0.0,32.49,29.98,40.2,58.41,118.49,58.41,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-04,40.6,23.9,32.4,0.0,0.0,25,25.5,23.64,7.44,0.0,0.0,0.0,32.5,30.18,40.6,58.39,117.63,58.39,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-05,40.6,25.0,32.6,0.0,0.0,25,20.1,24.86,7.81,0.0,0.0,0.0,32.5,30.36,40.6,59.66,117.8,59.66,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-06,40.7,25.0,32.9,0.0,0.0,22,17.1,23.77,7.9,0.0,0.0,0.0,32.54,30.57,40.7,60.74,118.61,60.74,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-07,40.0,24.6,32.5,0.0,0.0,19,28.7,21.86,8.69,0.0,0.0,0.0,32.46,30.72,40.7,62.0,120.63,62.0,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-08,39.3,22.9,31.6,0.0,0.0,14,20.1,25.86,8.01,0.0,0.0,0.0,32.26,30.84,40.7,63.06,121.21,63.06,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-09,40.3,24.4,32.3,0.0,0.0,24,25.2,25.59,8.5,0.0,0.0,0.0,32.22,30.95,40.7,64.26,122.35,64.26,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-10,40.4,24.4,32.2,0.0,0.0,28,24.3,25.39,7.63,0.0,0.0,0.0,32.26,31.03,40.7,64.03,121.94,64.03,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-11,39.8,25.1,32.2,0.0,0.0,30,27.1,25.01,7.46,0.0,0.0,0.0,32.34,31.1,40.7,63.44,121.85,63.44,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-12,38.3,25.1,31.4,0.1,0.1,34,23.8,22.87,6.96,0.1,0.1,0.1,32.21,31.17,40.7,62.96,121.35,62.86,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-13,39.1,25.0,31.4,0.0,0.0,27,28.9,25.26,7.13,0.1,0.1,0.1,32.06,31.27,40.7,62.28,121.94,62.18,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-14,40.0,23.3,31.6,0.0,0.0,33,21.4,25.75,6.73,0.1,0.1,0.1,31.9,31.38,40.4,61.11,121.85,61.01,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-15,39.8,26.0,33.4,0.0,0.0,36,17.9,23.2,7.02,0.1,0.1,0.1,32.01,31.53,40.4,59.44,121.44,59.34,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-16,40.8,29.0,34.9,0.0,0.0,29,13.3,23.08,7.38,0.1,0.1,0.1,32.42,31.73,40.8,58.81,121.87,58.71,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-17,40.8,29.3,34.5,0.0,0.0,30,23.1,22.58,6.95,0.1,0.1,0.1,32.7,31.91,40.8,57.26,121.52,57.16,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-18,41.2,28.4,34.0,0.0,0.0,40,24.5,20.73,6.42,0.1,0.1,0.1,32.92,32.07,41.2,56.05,120.08,55.95,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-19,41.1,27.0,33.4,0.0,0.0,40,19.1,20.92,7.03,0.1,0.1,0.1,33.07,32.23,41.2,55.62,119.06,55.52,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-20,40.1,27.0,32.1,0.4,0.4,40,18.7,21.6,6.76,0.4,0.5,0.5,33.16,32.34,41.2,55.42,118.38,55.02,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-21,38.4,25.3,31.0,0.0,0.0,46,14.4,22.88,6.39,0.4,0.5,0.5,33.11,32.39,41.2,54.68,116.96,54.28,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-22,38.4,26.0,32.4,0.0,0.0,33,15.5,22.91,7.0,0.4,0.5,0.5,33.21,32.46,41.2,54.95,116.06,54.55,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-23,39.5,26.4,33.1,0.0,0.0,30,14.4,24.0,6.69,0.4,0.5,0.5,33.17,32.54,41.2,54.62,114.06,54.22,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-24,39.5,26.9,32.5,3.1,3.1,35,23.1,22.26,6.47,3.5,3.6,3.6,32.88,32.56,41.2,53.71,112.52,50.21,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-25,40.1,26.8,33.1,0.0,0.0,37,23.0,23.05,7.18,3.5,3.6,3.6,32.7,32.58,41.2,53.94,111.2,50.44,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-26,40.8,27.9,33.7,0.0,0.0,28,29.2,23.91,8.62,3.5,3.6,3.6,32.66,32.63,41.1,56.14,112.19,52.64,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-27,40.7,28.2,34.5,0.0,0.0,27,18.2,25.48,8.08,3.5,3.6,3.6,32.8,32.69,40.8,57.19,112.81,53.69,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-28,42.6,28.7,35.6,0.0,0.0,25,27.0,24.84,8.8,3.1,3.5,3.6,33.24,32.79,42.6,59.23,114.65,56.13,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-29,42.5,28.6,36.1,0.0,0.0,21,23.2,24.2,9.09,3.1,3.5,3.6,33.88,32.89,42.6,61.93,116.61,58.83,AOI_NLBC_PUNE,18.1132,74.4997
2024-04-30,42.4,27.2,35.0,0.0,0.0,17,16.3,25.96,8.2,3.1,3.5,3.6,34.2,32.95,42.6,63.13,118.08,60.03,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-01,41.1,27.1,33.9,0.0,0.0,21,26.3,26.24,10.48,3.1,3.5,3.6,34.3,32.99,42.6,66.92,121.54,63.82,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-02,41.7,25.0,32.7,0.0,0.0,25,27.0,26.79,9.52,0.0,3.5,3.6,34.33,33.02,42.6,69.97,123.68,69.97,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-03,41.3,22.5,32.0,0.0,0.0,28,27.1,27.4,8.43,0.0,3.5,3.6,34.19,33.03,42.6,71.22,125.16,71.22,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-04,42.1,24.6,33.4,0.0,0.0,32,20.9,26.95,8.64,0.0,3.5,3.6,34.15,33.07,42.6,71.24,127.38,71.24,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-05,42.2,25.6,33.7,0.0,0.0,35,31.0,26.48,9.37,0.0,3.5,3.6,34.05,33.1,42.6,72.53,129.72,72.53,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-06,42.3,25.8,33.7,0.0,0.0,32,26.1,26.24,9.51,0.0,3.1,3.6,33.81,33.13,42.5,73.24,132.47,73.24,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-07,40.1,24.5,31.7,0.0,0.0,39,30.1,25.16,8.12,0.0,3.1,3.6,33.26,33.1,42.4,72.27,134.2,72.27,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-08,39.9,22.5,30.8,0.0,0.0,50,31.3,25.91,7.26,0.0,3.1,3.6,32.74,33.08,42.3,71.33,134.46,71.33,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-09,39.9,24.5,32.0,0.0,0.0,47,31.8,22.99,7.64,0.0,3.1,3.6,32.5,33.07,42.3,68.49,135.41,68.49,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-10,39.0,26.3,30.4,2.9,2.9,54,28.8,20.96,6.35,2.9,2.9,6.5,32.21,33.01,42.3,65.32,135.29,62.42,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-11,36.7,25.3,30.6,0.1,0.1,57,17.7,19.9,5.52,3.0,3.0,6.6,32.04,32.95,42.3,62.41,133.63,59.41,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-12,36.4,25.7,30.0,4.5,4.5,57,15.3,21.83,5.49,7.5,7.5,11.0,31.61,32.91,42.3,59.26,130.5,51.76,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-13,36.0,24.9,29.7,10.0,10.0,56,26.4,17.35,4.7,17.5,17.5,21.0,31.11,32.85,42.3,54.59,127.12,37.09,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-14,38.4,25.3,31.5,0.8,0.8,47,23.1,22.76,6.79,18.3,18.3,21.8,30.84,32.85,40.1,51.87,125.11,33.57,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-15,37.9,24.6,31.3,0.0,0.0,44,17.3,25.42,6.69,18.3,18.3,21.8,30.79,32.78,39.9,50.44,122.71,32.14,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-16,38.8,25.4,31.3,0.0,0.0,47,19.9,23.59,6.34,18.3,18.3,21.8,30.85,32.66,39.9,49.52,120.85,31.22,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-17,38.4,25.2,31.0,0.5,0.5,48,19.0,24.35,6.64,18.8,18.8,22.3,30.72,32.54,39.0,48.52,117.01,29.72,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-18,39.6,26.1,31.5,0.3,0.3,51,25.2,22.85,6.76,16.2,19.1,22.6,30.86,32.46,39.6,48.93,114.25,32.73,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-19,40.3,25.7,33.0,0.4,0.4,49,17.3,23.14,7.06,16.5,19.5,23.0,31.16,32.44,40.3,50.47,112.88,33.97,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-20,41.4,27.9,33.3,0.0,0.0,52,29.2,24.9,7.62,12.0,19.5,22.6,31.58,32.48,41.4,52.6,111.86,40.6,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-21,42.3,26.8,33.6,0.1,0.1,49,28.8,23.15,7.54,2.1,19.6,22.7,32.06,32.57,42.3,55.44,110.03,53.34,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-22,40.7,27.2,33.4,0.0,0.0,50,21.6,23.28,6.86,1.3,19.6,22.7,32.3,32.6,42.3,55.51,107.38,54.21,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-23,40.4,27.4,32.4,1.9,1.9,54,25.9,21.86,7.1,3.2,21.5,24.6,32.44,32.58,42.3,55.92,106.36,52.72,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-24,38.9,26.1,31.9,0.4,0.4,55,33.5,22.53,7.98,3.6,21.9,21.9,32.51,32.56,42.3,57.56,107.08,53.96,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-25,37.3,25.2,30.3,0.6,0.6,58,29.2,20.92,7.43,3.7,22.5,22.5,32.42,32.47,42.3,58.35,106.87,54.65,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-26,37.8,24.8,30.2,0.5,0.5,63,29.4,23.01,7.56,3.9,20.1,23.0,32.26,32.35,42.3,59.15,108.08,55.25,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-27,35.5,25.2,29.3,0.0,0.0,65,30.6,18.78,6.45,3.5,20.0,23.0,31.8,32.18,42.3,58.54,109.01,55.04,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-28,36.3,25.0,29.7,0.0,0.0,61,32.5,26.14,8.07,3.5,15.5,23.0,31.35,31.98,42.3,58.99,111.59,55.49,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-29,37.3,23.5,29.6,0.0,0.0,58,31.4,26.58,8.32,3.4,5.5,23.0,30.85,31.76,40.7,59.77,115.21,56.37,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-30,39.1,23.7,30.3,0.0,0.0,58,30.0,25.31,8.18,3.4,4.7,23.0,30.46,31.61,40.4,61.09,116.6,57.69,AOI_NLBC_PUNE,18.1132,74.4997
2024-05-31,39.5,24.6,31.4,0.0,0.0,55,31.6,25.29,8.33,1.5,4.7,23.0,30.34,31.52,39.5,62.32,118.24,60.82,AOI_NLBC_PUNE,18.1132,74.4997
